site,Lat,Long,ele,name,time,magvar,geoidheigh,cmt,desc_,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsd,dgpsid,layer,path
Aven,36.093,-120.197,209,S6,9/7/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_07-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_07-SEP-20.gpx|layername=waypoints
Aven,36.093,-120.197,209,S7,9/7/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_07-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_07-SEP-20.gpx|layername=waypoints
Aven,36.094,-120.197,209,S8,9/7/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_07-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_07-SEP-20.gpx|layername=waypoints
Aven,36.094,-120.197,209,S9,9/7/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_07-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_07-SEP-20.gpx|layername=waypoints
Aven,36.094,-120.197,208,S10,9/7/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_07-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_07-SEP-20.gpx|layername=waypoints
Aven,36.093,-120.196,182,S1,9/9/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_09-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_09-SEP-20.gpx|layername=waypoints
Aven,36.093,-120.197,182,S2,9/9/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_09-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_09-SEP-20.gpx|layername=waypoints
Aven,36.093,-120.197,185,S3,9/9/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_09-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_09-SEP-20.gpx|layername=waypoints
Aven,36.093,-120.197,186,S4,9/9/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_09-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_09-SEP-20.gpx|layername=waypoints
Aven,36.093,-120.197,189,S5,9/9/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_09-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_09-SEP-20.gpx|layername=waypoints
Aven,36.093,-120.197,191,S6,9/9/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_09-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_09-SEP-20.gpx|layername=waypoints
Aven,36.093,-120.197,192,S7,9/9/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_09-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_09-SEP-20.gpx|layername=waypoints
Aven,36.093,-120.197,194,S8,9/9/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_09-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_09-SEP-20.gpx|layername=waypoints
Aven,36.093,-120.197,195,S9,9/9/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_09-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_09-SEP-20.gpx|layername=waypoints
Aven,36.093,-120.197,196,S10,9/9/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_09-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_09-SEP-20.gpx|layername=waypoints
CaS,35.116,-119.625,699,PS12,9/18/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_18-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_18-SEP-20.gpx|layername=waypoints
CaS,35.116,-119.625,700,PS11,9/18/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_18-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_18-SEP-20.gpx|layername=waypoints
CaS,35.116,-119.625,700,PS10,9/18/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_18-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_18-SEP-20.gpx|layername=waypoints
CaS,35.116,-119.624,702,PS9,9/18/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_18-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_18-SEP-20.gpx|layername=waypoints
CaS,35.116,-119.624,703,PS8,9/18/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_18-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_18-SEP-20.gpx|layername=waypoints
CaS,35.116,-119.624,704,PS7,9/18/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_18-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_18-SEP-20.gpx|layername=waypoints
CaS,35.116,-119.624,704,PS6,9/18/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_18-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_18-SEP-20.gpx|layername=waypoints
CaS,35.116,-119.624,703,PS5,9/18/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_18-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_18-SEP-20.gpx|layername=waypoints
CaS,35.116,-119.624,705,PS4,9/18/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_18-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_18-SEP-20.gpx|layername=waypoints
CaS,35.116,-119.624,705,PS3,9/18/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_18-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_18-SEP-20.gpx|layername=waypoints
CaS,35.117,-119.624,706,PS2,9/18/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_18-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_18-SEP-20.gpx|layername=waypoints
CaS,35.117,-119.624,706,PS1,9/18/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_18-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_18-SEP-20.gpx|layername=waypoints
CaS,35.116,-119.624,705,MAL,9/18/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_18-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_18-SEP-20.gpx|layername=waypoints
CaS,35.116,-119.625,702,PO12,9/18/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_18-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_18-SEP-20.gpx|layername=waypoints
CaS,35.116,-119.625,702,PO11,9/18/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_18-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_18-SEP-20.gpx|layername=waypoints
CaS,35.116,-119.625,704,PO10,9/18/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_18-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_18-SEP-20.gpx|layername=waypoints
CaS,35.116,-119.624,705,PO9,9/18/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_18-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_18-SEP-20.gpx|layername=waypoints
CaS,35.116,-119.624,706,PO8,9/18/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_18-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_18-SEP-20.gpx|layername=waypoints
CaS,35.116,-119.624,707,PO7,9/18/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_18-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_18-SEP-20.gpx|layername=waypoints
CaS,35.116,-119.624,707,PO6,9/18/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_18-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_18-SEP-20.gpx|layername=waypoints
CaS,35.116,-119.624,708,PO5,9/18/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_18-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_18-SEP-20.gpx|layername=waypoints
CaS,35.116,-119.624,708,PO4,9/18/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_18-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_18-SEP-20.gpx|layername=waypoints
CaS,35.116,-119.624,708,PO3,9/18/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_18-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_18-SEP-20.gpx|layername=waypoints
CaS,35.117,-119.624,708,PO2,9/18/2020,0,0, , , , , , , , , ,"Flag, Green", , ,0,0,0,0,0,0,Waypoints_18-SEP-20 waypoints,D:\Research\Projects\prey_item_survey\GPX Waypoints\Sept GPS Waypoints\Sept GPS Waypoints\Waypoints_18-SEP-20.gpx|layername=waypoints
